,,,,,,,,,
,Rang,,,,,,,,
,"In Outside Dhaka we are providing Point Deliveries in some remote areas. Customers may need to collect product from their nearest well-known/landmark locations communicated by Deliveryman. In the list, these locations are marked with ""Point Delivery"" as Delivery Type. ** For better experience with this coverage list- instead of scrolling, Please press ""CTRL"" & ""F"" button togather on your keyboard (If you are on PC) and then type your keyword (Area name/Zone name). If you are on Mobile device, then select ""Find & Replace"" or ""Find in Page"" from your browser's function menu and type your keyword (Area name/Zone name).",,,,,,,,
,Division,District / City,Thana / Zone,Post Code,Area,Coverage,Delivery Type,Pickup,Remarks
,,,,,,,,,
,Dhaka,Dhaka,Savar,1340,Talbag,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Parboti Nagar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Bhagolpur,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Doriyapur,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Katlapur,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Tarapur,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Imandipur Chowrasta,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Anandapur,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Majidpur,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Shahibag,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Dogormora,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,CRP Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Garadge (Rajashon Road),Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Eicha Nowadda (Rajashon Road),Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Amtola Mowr (Rajashon Road),Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Delta Mowr (Rajashon Road),Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Rajashon Primary School,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Daroga Market (Rajashon Road),Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Nirmol Market (Rajashon Road),Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Polu Market (Rajashon Road),Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,College Road Savar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Chapra Moshjid,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Madrasa Moshjid,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Uttor Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Dakshin Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Nama Bazar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Ghosh Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Kamal Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Ara Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bazar Road Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Rajar Lakh,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Shobuj Bag,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Sobhan Bag,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bon Pukur,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Binod baid,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Roshid Member er mowr,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Chaya Bithi,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Aam Tola,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Jahangir Nagar Housing Society,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Ella Mopshjid Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Jaleshowor Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Radio Colony,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bhatt Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Jamshing Society,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Nobin Market,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Solaiman Market,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bohu Bazar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bpatc,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Nayabari,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,City Center Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Razzak Plaza,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Utshob Plaza,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Wapda Road Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Malancha View,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Boktarpur,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Rari Bari,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Khaja Moshjid,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Kazi Mokma Para,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Shornopotti,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Shoronika,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Amin Community Center,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Khaleq Chainman Market,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Hijra Potti,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Bedey Para,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Bottola Savar,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Upozilla Pichon gate,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Anandapur Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,City Lane,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Pouroshova Gate,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Genda Pukur Paar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Genda Chapra Moshjid,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Upozilla Gate Savar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Rajabari,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Tia Bari,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Ulail,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Al-Muslim Garments,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Al-Madani Restaurant,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Korno Para,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Moilar Mor,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Bank Town Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,West Bank Town,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bank Town Paglar Mowr,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Police Town,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Raj FulBaria,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Fulbaria Bazar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Shovapur,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Varari Bottola,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,JorPur,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Tetuljhora Mowr,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Padma'r Mowr,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,"Horin Dhora , Bagbari mowr",Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Jamuna Garments,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Shympur club Matth,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Hemayatpur,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Joyna Bari,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Jadur Chor,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Tibbot Mowr,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Alam Nagar Housing,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Boliarpur,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Konda Bazar,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Hangail Bridge,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Konda High School,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Bhanga Bridge,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Amin Bazar Savar,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Salehpur,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Pachgathiya Madrasa,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Jahangir Nagar University,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bish Mile,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Prantik Gate,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Islam Nagar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Geruwa,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Gokul Nagar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Pandowa,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Dairy Gate,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,VC Chottor,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,BLRI,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Kuturiya,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Dewan Market,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Nikkon Housing,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,AamTola,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Mack pie er Mowr,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Dewan Bari Stand,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Kathgora ChowRasta,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Ar Gents,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Noya Bari,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,BPATC,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Shenoliya,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Aam bagan,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Kathal Bagan,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Chowrongi,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Teacher's Quarter,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Shopno Nagar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,JU Campus,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Rouf Gate,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Podatik Gate,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,CMP Center,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Alam Super Market,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,"Fashion.com , Durgapur",Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Continental er Mowr,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Cokroborti,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Ganda-Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Savar Bazar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Kacha Bazar-Savar,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Khagan Bazar,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Savar Cantonment,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Pukur paar,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Deko Design,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar,1340,Tetultola,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Dewan Market,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Baipail,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Enam Madical,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Muktir Mor,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Thana Stand,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,radio Colony,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Nama Bazer,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,bank Colony,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bank towan,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Olail Bus Stand,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Hamayet pur,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Jamshing,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Noyarhat Dhamai,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Dhamrai Bazar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Dhamrai Rotkhola,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Collage Road Dhamrai,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bazar Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Kamal Road,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,sobahanbag Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Shubojbag Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Boktar pur,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Vat Para,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Jahangirnagor Housing,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Nayabari radio Colony,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,22 mail Dhamrai,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,katlapur,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Savar Charabag More,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Niribili Bus Dhamrai,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Tongabari,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,DoctorBari,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Anwar Jong Road,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,Gonakbari,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,CNB-Savar,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Kolma,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar,1340,Bogabari,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar,1340,6 Tala Bus Stop,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Ghosh Baag,Yes,Home Delivery,Yes,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Nishchintopur Savar,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Paaka'r Mowr,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Nishchintopur Praimary School,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Norshinghopur,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Ondho Colony,Yes,Home Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Yousuf Market,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Bordeshi Gram,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Norshinghopur Garage,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Shorkar Market,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Nightingale Medical College & Hospital,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,6 / Choi Tala,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Jamgora,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Fantasy Kingdom,Yes,Point Delivery,Yes,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Unique Savar,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Nur-E-Madina Madrasa,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Shin Shin er Mowr,Yes,Point Delivery,No,
,Dhaka,Dhaka,Savar- Nabinagar,1340,Jamgora Primary School,Yes,Point Delivery,No,
